StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,Q89,D1 - gender,D2 - age,D3 - education,D4 - fluent?,D5 - ethnicity,Q54_First Click,Q54_Last Click,Q54_Page Submit,Q54_Click Count,Q63,Q64,A1_Attention_Check,Q65,Q1001_1,Q10002_1,Q1003_1,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q66,Q67,Q68,Q1005_1,Q1006_1,Q1007_1,A2_Attention_Check_1,A2_Attention_Check_2,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q69,Q70,Q71,Q125_1,Q126_1,Q127_1,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q72,Q73,Q74,Q129_1,Q130_1,Q131_1,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q99,Q100,B1_Attention_Check,Q101,Q133_1,Q134_1,Q135_1,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q102,Q103,Q104,Q137_1,Q138_1,Q139_1,B2_Attention_Check_1,B2_Attention_Check_2,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q105,Q106,Q107,Q141_1,Q142_1,Q143_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q108,Q109,Q110,Q145_1,Q146_1,Q147_1,Problems?,problems p2,Seen Before?,Study about?,Other Feedback?,Attention_groupA,Attention_groupB,FL_5_DO
05/12/2022 09:59,05/12/2022 10:19,IP Address,54,1189,FALSE,05/12/2022 14:19,R_1KseXRVlO00kEht,,,,,,,anonymous,EN,,I agree to complete this survey,Female,21,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
05/12/2022 15:01,05/12/2022 15:10,IP Address,100,572,TRUE,05/12/2022 15:10,R_2Cgq6DXGn2KAM41,,,,,51.4648,-0.0373,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,White,0,0,121.899,0,A small town in Massachusetts,Texas,,Fast typing,7,7,6,175.981,175.981,176.571,1,California,Political Science and Communications,Work culture and client types were different,6,7,5,,,0,0,113.93,0,Outdoor activities,Psychology and Sociology,Clear writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
05/12/2022 15:37,05/12/2022 15:44,IP Address,100,417,TRUE,05/12/2022 15:44,R_s8aE6rTlSqeeiJz,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,18,Secondary school (GCSEs/O levels or equivalent),Yes,White,0,0,122.32,0,A small town in Massachusetts,Duke,,Fast typing,8,9,7,0,0,176.87,0,Iowa,Political Science and Communications,There was a lack of mutual benefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
06/12/2022 09:54,06/12/2022 09:55,IP Address,12,68,FALSE,06/12/2022 10:55,R_2xLAzOWKaf4qu3i,,,,,,,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022 06:20,07/12/2022 06:35,IP Address,100,879,TRUE,07/12/2022 06:35,R_3oTOc2BOWiqjoBO,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.688,0,A small town in Massachusetts,Duke,,Fast typing,7,7,8,0,0,179.191,0,California,Political Science and Communications,Work culture and client types were different,8,7,8,,,0,0,111.675,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,6,7,7,0,0,161.984,0,Wisconsin,Princeton,NAACP,5,7,6,It went smoothly,Some of the videos were very quiet and difficult to hear,"No, this is my first time",not sure,-99,,,FL_21
07/12/2022 09:38,07/12/2022 09:39,IP Address,13,46,FALSE,07/12/2022 10:39,R_3PpAQ6mBLoNDgDe,,,,,,,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2022 13:20,07/12/2022 13:37,IP Address,100,1020,TRUE,07/12/2022 13:37,R_1MKYyMyz0Eo5l3I,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,121.118,0,A small town in Massachusetts,Duke,,Word processing,7,6,6,0,0,243.929,0,Philadelphia,Political Science and Communications,Work culture and client types were different,5,6,6,,,0,0,164.191,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,3,3,159.167,159.167,161.656,1,Wisconsin,Princeton,ACLU,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",What Influences People's Judgments of Job Candidates,-99,,,FL_20
08/12/2022 04:13,08/12/2022 04:34,IP Address,100,1247,TRUE,08/12/2022 04:34,R_2qpxFaqVNkMELQW,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,134.883,0,A small town in Massachusetts,Duke,,Fast typing,8,6,8,0,0,212.301,0,California,Political Science and Communications,There was a lack of mutual benefits,9,8,9,,,0,0,138.557,0,Outdoor activities,"Science, Technology, and Society",Computer literacy,6,10,10,0,0,229.563,0,Wisconsin,Princeton,ACLU,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",body language in perception?,no,,,FL_20
08/12/2022 07:16,08/12/2022 07:30,IP Address,100,814,TRUE,08/12/2022 07:30,R_2OGqNvHaZdCPS4R,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Mixed / Multiple ethnic groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,124.647,0,A small town in Massachusetts,Duke,,Fast typing,7,10,7,0,0,181.676,0,California,Political Science and Communications,Work culture and client types were different,10,10,9,,,0,0,112.251,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,7,6,0,0,168.323,0,Tennessee,Vanderbilt,Lambda Legal,,,,,,,,,,,FL_21
08/12/2022 09:05,08/12/2022 09:13,IP Address,100,480,TRUE,08/12/2022 09:13,R_vT602v3QVNaiSit,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.065,0,A small town in Massachusetts,MIT,,Fast typing,7,6,7,0,0,178.793,0,West Virginia,Consumer Science,The other firm was insolvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
08/12/2022 16:12,08/12/2022 16:15,IP Address,100,184,TRUE,08/12/2022 16:15,R_2i95VBdYkV3HLxf,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,121.419,0,A small town in Massachusetts,Texas,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
09/12/2022 06:09,09/12/2022 06:17,IP Address,100,496,TRUE,09/12/2022 06:17,R_1B5KGROI0G83bBT,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,Asian / Asian British,125.963,125.963,126.762,1,A small town in Massachusetts,Cornell,,Fast typing,4,3,2,0,0,180.03,0,West Virginia,Consumer Science,The other firm was insolvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
09/12/2022 07:42,09/12/2022 07:47,IP Address,56,304,FALSE,09/12/2022 08:47,R_3en45kDJI6lBc2j,,,,,,,anonymous,EN,,I agree to complete this survey,Male,20,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.546,78.546,136.399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
09/12/2022 15:31,09/12/2022 15:35,IP Address,100,247,TRUE,09/12/2022 15:36,R_cSCbHUuiV9yL9n3,,,,,51.5902,0.2015,anonymous,EN,,I agree to complete this survey,Male,20,Sixth form (A levels or equivalent),Yes,White,0,0,122.869,0,A small town in Massachusetts,Cornell,,Drafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
09/12/2022 15:36,09/12/2022 16:04,IP Address,100,1687,TRUE,09/12/2022 16:04,R_3KqONnK5DZFFBXY,,,,,51.5902,0.2015,anonymous,EN,,I agree to complete this survey,Male,20,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,203.775,0,A small town in Massachusetts,Duke,,Fast typing,7,6,5,0,0,184.523,0,California,Political Science and Communications,Work culture and client types were different,8,8,9,,,0,0,113.564,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,6,9,8,0,0,172.483,0,Wisconsin,Princeton,ACLU,7,7,7,It went smoothly,"Although I managed to select the correct responses in the questionnaire, in some of the clips, the volume was so low that it was quite difficult to listen to what was being said. ","No, this is my first time","It was about assessing how suitable candidates were for the job position. However, it could also be a study about short term memory which would be based off the responses given.",Please see the previous comment regarding the low volume of the clips. ,,,FL_21
12/12/2022 07:03,12/12/2022 07:16,IP Address,100,774,TRUE,12/12/2022 07:16,R_1ojvesLpjOMuhwz,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Non-binary / third gender,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,122.586,123.037,124.116,2,A small town in Massachusetts,Duke,,Microsoft familiarity,7,7,4,199.263,199.263,202.157,1,California,Political Science and Communications,Work culture and client types were different,6,7,2,,,110.102,110.102,111.485,1,Outdoor activities,Psychology and Sociology,Photographic memory,6,6,4,0,0,163.813,0,Wisconsin,Rice,Lambda Legal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
12/12/2022 12:55,12/12/2022 12:59,IP Address,100,195,TRUE,12/12/2022 12:59,R_Y3uthlqradXW88N,,,,,51.5638,-0.0765,anonymous,EN,,I agree to complete this survey,Female,20,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.084,0,A small town in Massachusetts,Texas,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
13/12/2022 04:50,13/12/2022 05:09,IP Address,100,1155,TRUE,13/12/2022 05:09,R_1fZOBAOazS3bUpD,,,,,51.5212,-0.2197,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Other,0,0,122.62,0,A small town in Massachusetts,Duke,,Fast typing,9,8,9,0,0,176.919,0,California,Political Science and Communications,Work culture and client types were different,8,9,9,,,0,0,111.085,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,5,10,0,0,161.268,0,Wisconsin,Princeton,ACLU,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",whether people are able to remember specific details of others they just met compared to how strong their first impressions are ,no,,,FL_20
13/12/2022 07:23,13/12/2022 07:28,IP Address,100,251,TRUE,13/12/2022 07:28,R_1k2ghcVycxSAqpd,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,18,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.503,77.503,159.115,1,A small town in Massachusetts,Texas,,Word processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
13/12/2022 08:58,13/12/2022 09:13,IP Address,100,884,TRUE,13/12/2022 09:13,R_3nNq70TgtPq2hkD,,,,,51.5074,-0.1196,anonymous,EN,,I agree to complete this survey,Female,20,Sixth form (A levels or equivalent),Yes,White,0,0,129.092,0,A small town in Massachusetts,MIT,,Fast typing,7,5,8,9.741,9.741,176.459,2,California,Political Science and Communications,Work culture and client types were different,8,8,9,,,109.786,109.795,111.399,2,Outdoor activities,"Science, Technology, and Society",Photographic memory,4,8,8,159.853,159.861,161.359,2,Wisconsin,Princeton,ACLU,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",Personality and engagement in regards to the hiring process.,-99,,,FL_20
13/12/2022 11:01,13/12/2022 11:01,IP Address,1,2,FALSE,13/12/2022 12:01,R_2SpZGPwMjZPDyaz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2022 16:28,14/12/2022 16:29,IP Address,100,40,TRUE,14/12/2022 16:29,R_33p7bund7yhrSKc,,,,,51.5245,-0.1567,anonymous,EN,,I do not agree to complete this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2022 16:29,14/12/2022 16:45,IP Address,100,958,TRUE,14/12/2022 16:45,R_1pzpfe0jBaOYp2j,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,0,0,122.17,0,A small town in Massachusetts,Texas,,Fast typing,7,7,8,0,0,176.155,0,California,Political Science and Communications,Work culture and client types were different,9,8,9,,,110.68,110.68,111.44,1,Outdoor activities,"Science, Technology, and Society",Photographic memory,5,8,8,0,0,160.637,0,Wisconsin,Princeton,ACLU,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It went smoothly,-99,"No, this is my first time",How to different ways of speaking can influence hireability,-99,,,FL_20
15/12/2022 17:14,15/12/2022 18:28,IP Address,5,4413,FALSE,15/12/2022 19:28,R_3ksQviWXP4pBa20,,,,,,,anonymous,EN,,I agree to complete this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2022 00:27,16/12/2022 00:27,IP Address,1,19,FALSE,16/12/2022 01:27,R_1eIUdYDfTSpIiRn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2022 11:43,19/12/2022 11:59,IP Address,100,963,TRUE,19/12/2022 11:59,R_pbC2am4y4kAyDtL,,,,,51.394,-2.3227,anonymous,EN,,I agree to complete this survey,Female,21,Sixth form (A levels or equivalent),Yes,Mixed / Multiple ethnic groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.618,0,A small town in Massachusetts,Duke,,Fast typing,8,7,7,0,0,188.915,0,California,Political Science and Communications,Work culture and client types were different,7,6,6,,,0,0,112.631,0,Outdoor activities,"Science, Technology, and Society",Photographic memory,7,8,7,0,0,163.213,0,South Carolina,Stanford,ACLU,,,,,,,,,,,FL_21
20/12/2022 10:07,20/12/2022 10:11,IP Address,100,227,TRUE,20/12/2022 10:11,R_2ZCBPNhN9HlnEjm,,,,,51.4021,-0.0916,anonymous,EN,,I agree to complete this survey,Female,28,Postgraduate degree (MSc/MA/MRES/PhD or equivalent),Yes,Asian / Asian British,0,0,121.815,0,A small town in Massachusetts,MIT,,Microsoft familiarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
20/12/2022 12:57,20/12/2022 13:00,IP Address,100,180,TRUE,20/12/2022 13:00,R_2DZHcVZ5R4qMMbi,,,,,51.5042,-0.2199,anonymous,EN,,I agree to complete this survey,Female,24,Sixth form (A levels or equivalent),Yes,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,121.733,0,A small town in Massachusetts,Cornell,,Microsoft familiarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
20/12/2022 16:16,20/12/2022 16:29,IP Address,100,761,TRUE,20/12/2022 16:29,R_3HFaRn17IF1y5d0,,,,,52.3636,-0.6789,anonymous,EN,,I agree to complete this survey,Male,37,No formal education,Yes,White,0,0,129.036,0,A small town in Texas,Duke,,Fast typing,4,3,9,0,0,180.086,0,West Virginia,Political Science and Communications,There was a lack of mutual benefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_20
21/12/2022 10:48,21/12/2022 10:52,IP Address,100,209,TRUE,21/12/2022 10:52,R_1pPx44a1JqjkV8O,,,,,51.5245,-0.1567,anonymous,EN,,I agree to complete this survey,Female,19,Sixth form (A levels or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.334,0,A small town in Texas,Texas,,Fast typing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
21/12/2022 10:39,21/12/2022 10:48,IP Address,56,508,FALSE,21/12/2022 11:48,R_2ozp1LsmKlHNuJr,,,,,,,anonymous,EN,,I agree to complete this survey,Female,19,Undergraduate degree (BSc/BA or equivalent),Yes,Asian / Asian British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122.389,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_21
